split,filename
train,apple_pie/3113710.jpg
train,apple_pie/2485958.jpg
train,apple_pie/1350394.jpg
train,apple_pie/3596143.jpg
train,apple_pie/1028787.jpg
train,apple_pie/2648160.jpg
train,apple_pie/2519446.jpg
train,apple_pie/2421227.jpg
train,apple_pie/2111966.jpg
train,apple_pie/3420738.jpg
train,apple_pie/1284682.jpg
train,apple_pie/85857.jpg
train,apple_pie/3546563.jpg
train,apple_pie/80735.jpg
train,apple_pie/2458159.jpg
train,apple_pie/1166116.jpg
train,apple_pie/2851371.jpg
train,apple_pie/280007.jpg
train,apple_pie/3198655.jpg
train,apple_pie/827575.jpg
train,apple_pie/1185445.jpg
train,apple_pie/3779150.jpg
train,apple_pie/78081.jpg
train,apple_pie/973088.jpg
train,apple_pie/3825794.jpg
train,apple_pie/1514110.jpg
train,apple_pie/1420227.jpg
train,apple_pie/2724897.jpg
train,apple_pie/842012.jpg
train,apple_pie/2708417.jpg
train,apple_pie/1579622.jpg
train,apple_pie/1774036.jpg
train,apple_pie/2574026.jpg
train,apple_pie/2206034.jpg
train,apple_pie/3242509.jpg
train,apple_pie/2074694.jpg
train,apple_pie/2306493.jpg
train,apple_pie/2383378.jpg
train,apple_pie/267865.jpg
train,apple_pie/2114765.jpg
train,apple_pie/767395.jpg
train,apple_pie/1421796.jpg
train,apple_pie/962315.jpg
train,apple_pie/1789100.jpg
train,apple_pie/2605751.jpg
train,apple_pie/2479319.jpg
train,apple_pie/1620714.jpg
train,apple_pie/412545.jpg
train,apple_pie/490047.jpg
train,apple_pie/1235282.jpg
train,apple_pie/2051864.jpg
train,apple_pie/3708396.jpg
train,apple_pie/1344873.jpg
train,apple_pie/1481550.jpg
train,apple_pie/1447062.jpg
train,apple_pie/1874325.jpg
train,apple_pie/1397313.jpg
train,apple_pie/1410907.jpg
train,apple_pie/631445.jpg
train,apple_pie/2605371.jpg
train,apple_pie/3023096.jpg
train,apple_pie/807000.jpg
train,apple_pie/2722635.jpg
